Timestamp,Measurement_Count,Tool_ID,Vibration,Torque,Temperature,Condition
2024-07-11 21:02:44.493101,0,1,-98.43702374560229,25.189645971234864,25.07849765260218,Good
2024-07-11 21:02:44.503101,1,1,1835.7807153963204,25.085726697515476,25.00013122011833,Good
2024-07-11 21:02:44.513101,2,1,-1457.8730722794976,24.832739958708256,25.051103869422256,Good
2024-07-11 21:02:44.523101,3,1,-528.3501656399051,25.834441409917893,25.019066065342585,Good
2024-07-11 21:02:44.533101,4,1,2022.0919843763024,24.583633598357398,25.062530012862737,Good
2024-07-11 21:02:44.543101,5,1,-1133.8591498964147,24.99962475330013,24.98450286196525,Good
2024-07-11 21:02:44.553101,6,1,-1078.7202640426988,25.066790519989407,24.95229831520598,Good
2024-07-11 21:02:44.563101,7,1,2078.994010018693,25.5465148788134,25.11047298579818,Good
2024-07-11 21:02:44.573101,8,1,-639.6895581240843,24.688904872472083,24.837843521157122,Good
2024-07-11 21:02:44.583101,9,1,-1437.0673414139208,24.75240264123646,25.02039748374114,Good
2024-07-11 21:02:44.593101,10,1,1858.01817531916,25.559261562200987,25.20671775799434,Good
2024-07-11 21:02:44.603101,11,1,-84.96832222716374,24.582229785120532,25.005377993090228,Good
2024-07-11 21:02:44.613101,12,1,-1795.8827879500086,25.827200897491256,25.227537537346638,Good
2024-07-11 21:02:44.623101,13,1,1531.33000711729,24.71505418935343,25.138774152034852,Good
2024-07-11 21:02:44.633101,14,1,629.0941587611882,24.885042224836397,25.01298719874801,Good
2024-07-11 21:02:44.643101,15,1,-2212.7622729080713,25.287671758636684,24.933102014176075,Good
2024-07-11 21:02:44.653101,16,1,1059.970293211688,25.11265353810618,25.087076297386854,Good
2024-07-11 21:02:44.663101,17,1,828.9632739488027,24.380016756531703,25.056451570494943,Good
2024-07-11 21:02:44.673101,18,1,-1999.787968417965,25.033705720581445,24.949451145367917,Good
2024-07-11 21:02:44.683101,19,1,586.3888846030651,25.25121650843243,24.896085768628865,Good
2024-07-11 21:02:44.693101,20,1,1546.6895826234038,25.172068838016788,24.939435135173788,Good
2024-07-11 21:02:44.703101,21,1,-1933.496311631973,25.3826360233998,24.937623544291448,Good
2024-07-11 21:02:44.713101,22,1,114.19545242993004,24.678450180543223,25.083084505349117,Good
2024-07-11 21:02:44.723101,23,1,1841.8475818073837,25.544769896911856,25.14799665364395,Good
2024-07-11 21:02:44.733101,24,1,-1387.900851195186,25.32070662208718,25.136081911689168,Good
2024-07-11 21:02:44.743101,25,1,-507.6256264357965,24.440641152349862,24.991516987056826,Good
2024-07-11 21:02:44.753101,26,1,1801.2430161635725,25.36901887617854,25.20669184175269,Good
2024-07-11 21:02:44.763101,27,1,-1108.4881651781961,24.172858349206386,25.019038876356472,Good
2024-07-11 21:02:44.773101,28,1,-1118.9813890460578,25.68312699258792,24.96478023590002,Good
2024-07-11 21:02:44.783101,29,1,2104.722946516905,24.009404515910585,24.931793904670577,Good
2024-07-11 21:02:44.793101,30,1,-618.623955803588,24.157250989570457,25.026598174523794,Good
2024-07-11 21:02:44.803101,31,1,-1536.8469662759994,24.290778622306497,25.18092934081827,Good
2024-07-11 21:02:44.813101,32,1,1788.7671712896533,23.868870571003523,25.04643156172856,Good
2024-07-11 21:02:44.823101,33,1,-111.320442758497,25.5238616181592,24.994448769571857,Good
2024-07-11 21:02:44.833101,34,1,-1816.2512726689386,25.080150231386646,25.11636576683557,Good
2024-07-11 21:02:44.843101,35,1,1536.1242759535385,25.151549580740795,24.870776678947614,Good
2024-07-11 21:02:44.853101,36,1,467.3397621012778,24.69560830024996,25.13725405486165,Good
2024-07-11 21:02:44.863101,37,1,-2015.8224279616577,25.537939414184894,25.128303368333256,Good
2024-07-11 21:02:44.873101,38,1,1146.1562732704665,25.355741947877487,25.083426609722643,Good
