Timestamp,Measurement_Count,Tool_ID,Vibration,Torque,Temperature,Condition
2024-06-25 20:24:30.021007,0,1,38.50668299806548,25.214495508144516,25.048763352913312,Good
2024-06-25 20:24:30.031007,1,1,1887.41081605177,25.852865367019987,25.07590477187978,Good
2024-06-25 20:24:30.041007,2,1,-1616.4212075933544,24.534530274927228,24.89624302072271,Good
2024-06-25 20:24:30.051007,3,1,-553.8285748053792,25.24522427369589,25.151585100873252,Good
2024-06-25 20:24:30.061007,4,1,1849.5592869535772,24.87831521856927,24.997787889743947,Good
2024-06-25 20:24:30.071007,5,1,-1147.811809534874,24.637653086364015,24.962697480197118,Good
2024-06-25 20:24:30.081007,6,1,-1174.822265705593,25.396151716037085,25.036877307968208,Good
2024-06-25 20:24:30.091007,7,1,1872.7047798979331,25.05954095928514,24.819832557702384,Good
2024-06-25 20:24:30.101007,8,1,-532.3929606249623,24.52198964441783,25.16390099824246,Good
2024-06-25 20:24:30.111007,9,1,-1363.1022706018284,24.559792081574347,25.107639217685936,Good
2024-06-25 20:24:30.121007,10,1,1838.18116194539,25.218271275318,25.036967459692082,Good
2024-06-25 20:24:30.131007,11,1,57.06893776411837,25.83447281682839,25.309424879418074,Good
2024-06-25 20:24:30.141007,12,1,-1686.747211180379,24.721502547206253,24.924135306874874,Good
2024-06-25 20:24:30.151007,13,1,1420.0644815194814,24.145591322988814,24.871119565946092,Good
2024-06-25 20:24:30.161007,14,1,544.4174439588858,25.531879095251696,24.903793358251598,Good
2024-06-25 20:24:30.171007,15,1,-2069.8663731050133,25.057298215358134,24.894937101135636,Good
2024-06-25 20:24:30.181007,16,1,1030.0362682972172,23.9838784651146,24.947813402464273,Good
2024-06-25 20:24:30.191007,17,1,1151.491426249306,25.559630603185465,25.033721436662212,Good
2024-06-25 20:24:30.201007,18,1,-2056.1218982949754,25.58120048439157,25.104171031532477,Good
2024-06-25 20:24:30.211007,19,1,636.9205117896396,24.526152599552848,24.919921337604624,Good
2024-06-25 20:24:30.221007,20,1,1456.8487342074088,25.260715071512102,25.03367568261223,Good
2024-06-25 20:24:30.231007,21,1,-1718.2786561969601,25.18897992876695,24.982006391994332,Good
2024-06-25 20:24:30.241007,22,1,110.16031466212166,26.0344714661198,25.167985942608286,Good
2024-06-25 20:24:30.251007,23,1,1940.3123038785222,25.82296134681517,24.935136024687626,Good
2024-06-25 20:24:30.261007,24,1,-1466.7304486894786,25.014334181496256,24.977899243497053,Good
2024-06-25 20:24:30.271007,25,1,-371.06475369271993,25.169872293658972,24.948979966342005,Good
2024-06-25 20:24:30.281007,26,1,2127.5581676196384,24.87127292939314,24.906903200701514,Good
